Rank,Ticker,Sector,Industry,Exchange,Relative Strength,Percentile,1 Month Ago,3 Months Ago,6 Months Ago
354,AIRT,Industrials,Integrated Freight & Logistics,NASDAQ,128.77,90,91,56,66
355,SBET,Consumer Cyclical,Gambling,NASDAQ,128.73,90,43,4,27
356,OVID,Healthcare,Biotechnology,NASDAQ,128.61,90,96,97,99
357,DGII,Technology,Communication Equipment,NASDAQ,128.43,90,91,92,83
358,MRK,Healthcare,Drug Manufacturers—General,NYSE,128.37,90,88,80,83
359,ATI,Industrials,Metal Fabrication,NYSE,128.35,90,95,94,95
360,ARW,Technology,Electronics & Computer Distribution,NYSE,128.05,90,83,92,79
361,PBR,Energy,Oil & Gas Integrated,NYSE,127.96,90,72,53,93
362,SENEB,Consumer Defensive,Packaged Foods,NASDAQ,127.92,90,91,79,88
363,IQV,Healthcare,Diagnostics & Research,NYSE,127.9,90,89,48,27
364,TGT,Consumer Defensive,Discount Stores,NYSE,127.76,90,93,83,80
365,GKOS,Healthcare,Medical Instruments & Supplies,NYSE,127.66,90,95,85,59
366,SHG,Financial Services,Banks—Regional,NYSE,127.5,90,78,56,85
367,SAFT,Financial Services,Insurance—Property & Casualty,NASDAQ,127.37,90,88,38,39
368,TEVA,Healthcare,Drug Manufacturers—Specialty & Generic,NYSE,127.31,90,84,85,88
369,TENB,Technology,Software—Infrastructure,NASDAQ,127.2,90,86,81,7
370,MYE,Consumer Cyclical,Packaging & Containers,NYSE,127.17,90,94,93,85
371,GEO,Real Estate,REIT—Healthcare Facilities,NYSE,127.13,90,95,91,22
372,LEDS,Technology,Semiconductors,NASDAQ,127.12,90,22,24,10
373,TK,Energy,Oil & Gas Midstream,NYSE,126.85,90,82,67,92
374,TELA,Healthcare,Medical Devices,NASDAQ,126.84,90,7,9,3
375,FF,Basic Materials,Chemicals,NYSE,126.73,90,89,57,65
376,SM,Energy,Oil & Gas E&P,NYSE,126.61,90,89,37,86
377,WPP,Communication Services,Advertising Agencies,NYSE,126.58,90,86,15,6
378,RPD,Technology,Software—Application,NASDAQ,126.45,90,85,15,1
379,ASTC,Industrials,Aerospace & Defense,NASDAQ,126.4,90,99,98,66
380,NVEC,Technology,Semiconductors,NASDAQ,126.4,90,90,87,57
381,VRA,Consumer Cyclical,Footwear & Accessories,NASDAQ,126.27,90,64,90,88
382,HIMX,Technology,Semiconductors,NASDAQ,126.14,90,84,92,38
383,ATKR,Industrials,Electrical Equipment & Parts,NYSE,126.13,90,85,71,33
384,ANET,Technology,Computer Hardware,NYSE,126.08,90,85,75,65
385,BZH,Consumer Cyclical,Residential Construction,NYSE,126.02,90,85,83,28
386,RRGB,Consumer Cyclical,Restaurants,NASDAQ,125.84,90,98,95,8
387,GSAT,Communication Services,Telecom Services,NASDAQ,125.7,90,92,94,96
388,PRLB,Industrials,Metal Fabrication,NYSE,125.7,90,79,90,81
389,VRNS,Technology,Software—Infrastructure,NASDAQ,125.55,90,81,75,4
390,ITGR,Healthcare,Medical Devices,NYSE,125.54,90,88,35,31
391,ASRV,Financial Services,Banks—Regional,NASDAQ,125.52,90,87,69,81
392,NSP,Industrials,Staffing & Employment Services,NYSE,125.42,89,94,63,5
393,YPF,Energy,Oil & Gas Integrated,NYSE,125.42,89,80,72,88
394,NHC,Healthcare,Medical Care Facilities,NYSE MKT,125.38,89,91,88,86
395,BRKR,Healthcare,Medical Devices,NASDAQ,125.37,89,84,91,27
396,ESTC,Technology,Software—Application,NYSE,125.25,89,82,19,7
397,CXW,Real Estate,REIT—Specialty,NYSE,125.22,89,95,88,36
398,CMMB,Healthcare,Biotechnology,NASDAQ,125.1,89,34,13,9
399,ZBRA,Technology,Communication Equipment,NASDAQ,125.0,89,88,38,16
400,TDW,Energy,Oil & Gas Equipment & Services,NYSE,124.96,89,85,51,94
401,NTRBW,Healthcare,Biotechnology,NASDAQ,124.94,89,2,4,10
402,AVIR,Healthcare,Biotechnology,NASDAQ,124.93,89,86,59,93
403,VIA,Utilities,Utilities—Regulated Electric,NYSE,124.89,89,85,11,2
404,FFIV,Technology,Software—Infrastructure,NASDAQ,124.69,89,74,81,53
405,ACU,Consumer Defensive,Household & Personal Products,NYSE MKT,124.56,89,90,60,65
406,GGB,Basic Materials,Steel,NYSE,124.56,89,62,74,68
407,NTNX,Technology,Software—Infrastructure,NASDAQ,124.47,89,84,30,7
408,CAI,Industrials,Rental & Leasing Services,NASDAQ,124.44,89,82,16,9
409,FA,Industrials,Specialty Business Services,NASDAQ,124.41,89,92,78,17
410,ASC,Industrials,Marine Shipping,NYSE,124.36,89,79,72,89
411,HP,Energy,Oil & Gas Drilling,NYSE,124.3,89,89,82,92
412,HBM,Basic Materials,Copper,NYSE,124.25,89,92,86,93
413,AMCX,Communication Services,Broadcasting,NASDAQ,124.22,89,91,82,25
414,KFFB,Financial Services,Banks—Regional,NASDAQ,124.14,89,83,84,77
415,IMAX,Communication Services,Entertainment,NYSE,124.11,89,91,67,76
416,BNGO,Healthcare,Diagnostics & Research,NASDAQ,124.01,89,15,10,7
417,ICCC,Healthcare,Biotechnology,NASDAQ,123.99,89,88,88,59
418,AMAT,Technology,Semiconductor Equipment & Materials,NASDAQ,123.9,89,95,97,94
419,KRO,Basic Materials,Specialty Chemicals,NYSE,123.9,89,90,57,77
420,DCO,Industrials,Aerospace & Defense,NYSE,123.73,89,93,92,89
421,SCCO,Basic Materials,Copper,NYSE,123.63,89,90,77,90
422,SABR,Technology,Information Technology Services,NASDAQ,123.53,89,93,57,18
423,CURV,Consumer Cyclical,Apparel Retail,NYSE,123.46,89,92,60,67
424,MSGS,Communication Services,Entertainment,NYSE,123.42,89,90,88,87
425,MANH,Technology,Software—Application,NASDAQ,123.37,89,86,18,14
426,LRCX,Technology,Semiconductor Equipment & Materials,NASDAQ,123.36,89,94,97,95
427,TECK,Basic Materials,Other Industrial Metals & Mining,NYSE,123.15,89,89,76,76
428,HBIO,Healthcare,Medical Instruments & Supplies,NASDAQ,123.14,89,85,61,30
429,CGEN,Healthcare,Biotechnology,NASDAQ,123.03,89,86,69,87
430,GCBC,Financial Services,Banks—Regional,NASDAQ,123.02,89,90,86,42
431,VAC,Consumer Cyclical,Resorts & Casinos,NYSE,122.91,89,96,89,54
432,ZNTL,Healthcare,Biotechnology,NASDAQ,122.9,88,93,97,94
433,GPRO,Technology,Consumer Electronics,NASDAQ,122.88,88,3,14,14
434,REPX,Energy,Oil & Gas E&P,NYSE MKT,122.79,88,79,57,85
435,HSDT,Healthcare,Medical Devices,NASDAQ,122.78,88,13,3,1
436,QUAD,Industrials,Specialty Business Services,NYSE,122.76,88,92,82,69
437,THM,Basic Materials,Gold,NYSE MKT,122.69,88,86,82,97
438,KB,Financial Services,Banks—Regional,NYSE,122.65,88,75,51,83
439,MFG,Financial Services,Banks—Regional,NYSE,122.62,88,80,83,79
440,TLYS,Consumer Cyclical,Apparel Retail,NYSE,122.58,88,97,94,97
441,OSPN,Technology,Software—Infrastructure,NASDAQ,122.57,88,76,57,15
442,STM,Technology,Semiconductors,NYSE,122.56,88,87,97,83
443,RILYL,Financial Services,Financial Conglomerates,NASDAQ,122.51,88,92,98,99
444,NOK,Technology,Communication Equipment,NYSE,122.47,88,81,96,88
445,DXPE,Industrials,Industrial Distribution,NASDAQ,122.44,88,89,83,86
446,CSTL,Healthcare,Diagnostics & Research,NASDAQ,122.42,88,87,32,37
447,GNK,Industrials,Marine Shipping,NYSE,122.39,88,86,78,89
448,NUE,Basic Materials,Steel,NYSE,122.35,88,85,90,76
449,RIGL,Healthcare,Biotechnology,NASDAQ,122.31,88,81,85,52
450,NRT,Energy,Oil & Gas Equipment & Services,NYSE,122.22,88,86,63,95
451,RILYP,Financial Services,Financial Conglomerates,NASDAQ,122.13,88,91,98,99
452,ROKU,Communication Services,Entertainment,NASDAQ,122.02,88,91,85,49
453,AEF,Financial Services,Asset Management,NYSE MKT,121.99,88,76,87,80
454,MSGE,Communication Services,Entertainment,NYSE,121.94,88,89,90,85
455,KARO,Technology,Software—Application,NASDAQ,121.93,88,87,37,57
456,ONTO,Technology,Semiconductors,NYSE,121.93,88,93,96,91
457,OPY,Financial Services,Capital Markets,NYSE,121.9,88,89,81,83
458,VGZ,Basic Materials,Gold,NYSE MKT,121.74,88,81,71,89
459,SBFG,Financial Services,Banks—Regional,NASDAQ,121.65,88,83,69,53
460,ING,Financial Services,Banks—Diversified,NYSE,121.63,88,80,73,61
461,XRX,Technology,Information Technology Services,NASDAQ,121.57,88,55,88,2
462,THC,Healthcare,Medical Care Facilities,NYSE,121.53,88,89,32,56
463,ACMR,Technology,Semiconductor Equipment & Materials,NASDAQ,121.47,88,93,98,78
464,EGO,Basic Materials,Gold,NYSE,121.46,88,91,44,85
465,NBR,Energy,Oil & Gas Drilling,NYSE,121.44,88,89,91,97
466,ARIS,Utilities,Utilities—Regulated Water,NYSE,121.38,88,93,77,97
467,CHMG,Financial Services,Banks—Regional,NASDAQ,121.36,88,88,85,55
468,HYMC,Basic Materials,Other Precious Metals & Mining,NASDAQ,121.36,88,98,97,99
469,CVU,Industrials,Aerospace & Defense,NYSE MKT,121.13,88,90,86,73
470,RSKD,Technology,Software—Application,NYSE,121.12,88,79,58,20
471,PRTS,Consumer Cyclical,Internet Retail,NASDAQ,121.11,87,57,22,77
472,BOTJ,Financial Services,Banks—Regional,NASDAQ,121.1,87,87,84,82
473,VEEV,Healthcare,Health Information Services,NYSE,121.02,87,77,13,13
474,CHCI,Real Estate,Real Estate—Diversified,NASDAQ,120.98,87,74,59,94
475,STT,Financial Services,Asset Management,NYSE,120.97,87,89,85,70
476,TRGP,Energy,Oil & Gas Midstream,NYSE,120.93,87,87,81,86
477,SU,Energy,Oil & Gas Integrated,NYSE,120.86,87,81,53,92
478,NNVC,Healthcare,Biotechnology,NYSE MKT,120.79,87,26,67,15
479,SVM,Basic Materials,Silver,NYSE MKT,120.78,87,92,89,95
480,LNTH,Healthcare,Diagnostics & Research,NASDAQ,120.68,87,86,90,63
481,MNPR,Healthcare,Biotechnology,NASDAQ,120.61,87,98,90,64
482,GPRK,Energy,Oil & Gas E&P,NYSE,120.61,87,67,62,84
483,GRPN,Communication Services,Internet Content & Information,NASDAQ,120.6,87,53,85,5
484,TNET,Industrials,Staffing & Employment Services,NYSE,120.57,87,91,32,5
485,VEON,Communication Services,Telecom Services,NASDAQ,120.34,87,53,43,36
486,FBIOP,Healthcare,Biotechnology,NASDAQ,120.26,87,95,95,94
487,DT,Technology,Software—Application,NYSE,120.18,87,68,35,18
488,SKM,Communication Services,Telecom Services,NYSE,120.09,87,88,77,85
489,UFCS,Financial Services,Insurance—Property & Casualty,NASDAQ,120.03,87,86,89,72
490,AMTB,Financial Services,Banksâ€”Regional,NYSE,119.99,87,86,73,68
491,SENEA,Consumer Defensive,Packaged Foods,NASDAQ,119.98,87,89,84,89
492,YQ,Consumer Defensive,Education & Training Services,NASDAQ,119.94,87,15,16,9
493,CNXN,Technology,Electronics & Computer Distribution,NASDAQ,119.89,87,74,64,38
494,INFU,Healthcare,Medical Instruments & Supplies,NYSE MKT,119.85,87,79,57,78
495,VTRS,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,119.82,87,78,87,84
496,VELO,Financial Services,Shell Companies,NASDAQ,119.76,87,94,97,96
497,TASK,Technology,Information Technology Services,NASDAQ,119.75,87,56,4,15
498,WF,Financial Services,Banks—Regional,NYSE,119.73,87,58,27,85
499,SAIL,Technology,Software—Infrastructure,NASDAQ,119.65,87,56,14,9
500,SUN,Energy,Oil & Gas Refining & Marketing,NYSE,119.61,87,82,66,80
501,ACHC,Healthcare,Medical Care Facilities,NASDAQ,119.59,87,90,79,73
502,FLEX,Technology,Electronic Components,NASDAQ,119.59,87,88,97,83
503,ARCB,Industrials,Trucking,NASDAQ,119.58,87,90,93,83
504,MTLS,Technology,Software—Application,NASDAQ,119.55,87,65,79,32
505,FNKO,Consumer Cyclical,Leisure,NASDAQ,119.53,87,95,91,18
506,PLX,Healthcare,Biotechnology,NYSE MKT,119.53,87,66,69,71
507,EGY,Energy,Oil & Gas E&P,NYSE,119.46,87,81,54,95
508,ATNI,Communication Services,Telecom Services,NASDAQ,119.46,87,87,80,89
509,FCX,Basic Materials,Copper,NYSE,119.44,87,89,78,84
510,PAY,Technology,Information Technology Services,NYSE,119.4,86,89,15,23
511,RGEN,Healthcare,Medical Instruments & Supplies,NASDAQ,119.38,86,88,63,22
512,DBX,Technology,Software—Infrastructure,NASDAQ,119.38,86,80,38,21
513,MUFG,Financial Services,Banks—Diversified,NYSE,119.36,86,77,74,69
514,PAGP,Energy,Oil & Gas Midstream,NASDAQ,119.32,86,82,63,83
515,PI,Technology,Communication Equipment,NASDAQ,119.3,86,47,46,17
516,INSP,Healthcare,Medical Devices,NYSE,119.29,86,48,6,4
517,JAZZ,Healthcare,Biotechnology,NASDAQ,119.27,86,88,89,85
518,IAG,Basic Materials,Gold,NYSE,119.27,86,91,69,95
519,KEYS,Technology,Scientific & Technical Instruments,NYSE,119.24,86,80,89,92
520,TALO,Energy,Oil & Gas E&P,NYSE,119.23,86,86,55,92
521,BBVA,Financial Services,Banks—Diversified,NYSE,119.08,86,85,77,77
522,KOD,Healthcare,Biotechnology,NASDAQ,119.0,86,96,98,99
523,FTI,Energy,Oil & Gas Equipment & Services,NYSE,118.8,86,88,79,95
524,BBY,Consumer Cyclical,Specialty Retail,NYSE,118.79,86,84,62,34
525,UEIC,Technology,Consumer Electronics,NASDAQ,118.75,86,73,40,37
526,KRYS,Healthcare,Biotechnology,NASDAQ,118.73,86,90,94,85
527,BHE,Technology,Electronic Components,NYSE,118.73,86,77,95,86
528,FSM,Basic Materials,Silver,NYSE,118.72,86,81,30,79
529,BIO,Healthcare,Medical Devices,NYSE,118.51,86,81,53,49
530,BHP,Basic Materials,Other Industrial Metals & Mining,NYSE,118.41,86,88,81,85
531,ZLAB,Healthcare,Biotechnology,NASDAQ,118.31,86,72,14,16
532,RPRX,Healthcare,Biotechnology,NASDAQ,118.28,86,86,84,84
533,EXPD,Industrials,Integrated Freight & Logistics,NYSE,118.23,86,83,68,64
534,WEYS,Consumer Cyclical,Footwear & Accessories,NASDAQ,118.23,86,88,71,62
535,CIEN,Technology,Communication Equipment,NYSE,118.21,86,95,98,99
536,VIRT,Financial Services,Capital Markets,NYSE,118.21,86,92,89,76
537,PAA,Energy,Oil & Gas Midstream,NASDAQ,118.13,86,80,61,82
538,UAN,Basic Materials,Agricultural Inputs,NYSE,118.13,86,80,50,90
539,VOC,Energy,Oil & Gas E&P,NYSE,117.84,86,83,25,81
540,MOV,Consumer Cyclical,Luxury Goods,NYSE,117.84,86,92,95,85
541,LGND,Healthcare,Biotechnology,NASDAQ,117.74,86,87,93,85
542,FMAO,Financial Services,Banks—Regional,NASDAQ,117.68,86,82,67,55
543,SWKS,Technology,Semiconductors,NASDAQ,117.5,86,25,48,19
544,STK,Financial Services,Asset Management,NYSE,117.49,86,79,88,75
545,VIST,Energy,Oil & Gas E&P,NYSE,117.47,86,77,69,94
546,BWMN,Industrials,Consulting Services,NASDAQ,117.47,86,76,25,34
547,RHI,Industrials,Staffing & Employment Services,NYSE,117.45,86,94,60,16
548,STNG,Energy,Oil & Gas Midstream,NYSE,117.41,86,69,74,93
549,MOVE,Healthcare,Medical Devices,NASDAQ,117.37,85,21,99,94
550,DJCO,Communication Services,Publishing,NASDAQ,117.35,85,82,65,56
551,ASML,Technology,Semiconductor Equipment & Materials,NASDAQ,117.33,85,90,92,90
552,SMCI,Technology,Computer Hardware,NASDAQ,117.3,85,31,35,8
553,FENC,Healthcare,Biotechnology,NASDAQ,117.24,85,78,88,19
554,SPT,Technology,Software—Application,NASDAQ,117.22,85,77,17,2
555,AMAL,Financial Services,Banksâ€”Regional,NASDAQ,117.21,85,87,85,82
556,PEB,Real Estate,REIT—Hotel & Motel,NYSE,117.16,85,90,91,71
557,CNQ,Energy,Oil & Gas E&P,NYSE,117.07,85,82,43,90
558,AU,Basic Materials,Gold,NYSE,117.05,85,90,62,94
559,TMO,Healthcare,Diagnostics & Research,NYSE,117.01,85,78,47,40
560,KOP,Basic Materials,Specialty Chemicals,NYSE,116.96,85,84,84,85
561,CRVS,Healthcare,Biotechnology,NASDAQ,116.96,85,88,93,99
562,NEM,Basic Materials,Gold,NYSE,116.96,85,86,53,90
563,ORIC,Healthcare,Biotechnology,NASDAQ,116.93,85,84,21,91
564,GTX,Consumer Cyclical,Auto Parts,NASDAQ,116.91,85,80,96,89
565,CROX,Consumer Cyclical,Footwear & Accessories,NASDAQ,116.88,85,81,87,29
566,PK,Real Estate,REIT—Hotel & Motel,NYSE,116.79,85,89,85,53
567,PDFS,Technology,Software—Application,NASDAQ,116.76,85,88,96,84
568,HURN,Industrials,Consulting Services,NASDAQ,116.75,85,82,9,22
569,TEO,Communication Services,Telecom Services,NYSE,116.74,85,67,78,77
570,VG,Communication Services,Telecom Services,NYSE,116.72,85,86,16,93
571,SCSC,Technology,Electronics & Computer Distribution,NASDAQ,116.71,85,81,75,32
572,SMFG,Financial Services,Banks—Diversified,NYSE,116.7,85,76,78,71
573,HPK,Energy,Oil & Gas E&P,NASDAQ,116.56,85,78,34,51
574,LITB,Consumer Cyclical,Internet Retail,NYSE,116.54,85,91,91,82
575,VOD,Communication Services,Telecom Services,NASDAQ,116.53,85,70,55,83
576,VET,Energy,Oil & Gas E&P,NYSE,116.35,85,79,30,94
577,TITN,Industrials,Industrial Distribution,NASDAQ,116.25,85,38,70,45
578,TSM,Technology,Semiconductors,NYSE,116.14,85,77,88,87
579,SAIC,Technology,Information Technology Services,NASDAQ,116.12,85,82,50,30
580,OUST,Technology,Electronic Components,NASDAQ,116.11,85,82,95,57
581,DXCM,Healthcare,Diagnostics & Research,NASDAQ,116.09,85,79,37,29
582,CARE,Financial Services,Banks—Regional,NASDAQ,116.07,85,88,91,80
583,LXRX,Healthcare,Biotechnology,NASDAQ,116.05,85,90,95,95
584,SXC,Basic Materials,Coking Coal,NYSE,116.04,85,85,64,23
585,RELL,Technology,Electronic Components,NASDAQ,116.0,85,84,92,57
586,PBI,Industrials,Business Equipment & Supplies,NYSE,115.97,85,86,91,59
587,LTH,Consumer Cyclical,Leisure,NYSE,115.93,84,92,87,38
588,LQDT,Consumer Cyclical,Internet Retail,NASDAQ,115.93,84,87,83,58
589,FIX,Industrials,Engineering & Construction,NYSE,115.92,84,86,96,98
590,ARMK,Consumer Cyclical,Restaurants,NYSE,115.91,84,85,85,60
591,GLW,Technology,Electronic Components,NYSE,115.87,84,82,97,97
592,BWFG,Financial Services,Banks—Regional,NASDAQ,115.86,84,87,80,79
593,WATT,Technology,Scientific & Technical Instruments,NASDAQ,115.84,84,41,98,98
594,BNR,Healthcare,Diagnostics & Research,NASDAQ,115.82,84,8,26,98
595,BNS,Financial Services,Banks—Diversified,NYSE,115.79,84,75,79,70
596,GSL,Industrials,Marine Shipping,NYSE,115.71,84,82,65,83
597,AUTL,Healthcare,Biotechnology,NASDAQ,115.69,84,89,46,15
598,ARTW,Industrials,Farm & Heavy Construction Machinery,NASDAQ,115.67,84,61,61,41
599,MDB,Technology,Software—Infrastructure,NASDAQ,115.64,84,86,61,30
600,RIOT,Technology,Software—Application,NASDAQ,115.6,84,64,96,62
601,SY,Healthcare,Health Information Services,NASDAQ,115.57,84,15,3,88
602,MITK,Technology,Software—Application,NASDAQ,115.48,84,89,92,86
603,TUSK,Energy,Oil & Gas Equipment & Services,NASDAQ,115.46,84,78,60,72
604,EOLS,Healthcare,Drug Manufacturers—Specialty & Generic,NASDAQ,115.46,84,89,76,5
605,RLJ,Real Estate,REIT—Hotel & Motel,NYSE,115.39,84,88,91,52
606,MBIN,Financial Services,Banks—Regional,NASDAQ,115.26,84,87,82,80
607,MEOH,Basic Materials,Chemicals,NASDAQ,115.14,84,83,45,92
608,TECH,Healthcare,Biotechnology,NASDAQ,115.12,84,85,80,32
609,UFPT,Consumer Cyclical,Packaging & Containers,NASDAQ,115.11,84,84,70,26
610,ABOS,Healthcare,Biotechnology,NASDAQ,115.06,84,91,79,92
611,ODC,Basic Materials,Specialty Chemicals,NYSE,115.06,84,88,92,80
612,ATRO,Industrials,Aerospace & Defense,NASDAQ,115.05,84,92,96,94
613,QRVO,Technology,Semiconductors,NASDAQ,115.05,84,39,54,33
614,WPM,Basic Materials,Gold,NYSE,115.02,84,85,35,82
